RegionID,SizeRank,RegionName,RegionType,StateName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31,2026-01-31
102001,0,United States,country,,1136.8756600969439,1143.0915705041696,1151.628491604506,1160.334639322861,1168.9370999983341,1176.4718280325962,1182.0264471299868,1185.5555007390226,1187.4069767000278,1187.795265579227,1188.1653608020504,1188.5956803249571,1191.5493967081716,1196.2684727705807,1202.1227842772848,1209.810700500382,1217.7466582430586,1225.7261050424822,1230.15929590597,1232.1732702345482,1231.9422977207564,1230.6093787771713,1229.43790783753,1228.7761399163985,1233.1775979478182,1240.648982934441,1251.811269249739,1261.2964885311155,1270.3272249379213,1277.2315429761559,1281.8290289088043,1283.2713507391054,1283.4925217688951,1281.8767242989904,1281.7413825086935,1282.5576294674947,1287.2888168532022,1294.4747113369988,1303.7452048936366,1312.9521391617284,1320.8731546253828,1328.0810582272072,1333.161989655278,1336.079706659786,1335.2641017939993,1334.6168900740852,1335.2133603848747,1337.312787770334,1341.2487026455324,1347.0444329995414,1356.9591185247907,1366.8338193096686,1376.4426120439934,1384.1199391722,1389.5759591770725,1392.327718140562,1391.8379680306784,1390.3584622419633,1389.220988391978,1390.4077800907119,1395.231782429695,1403.0825484886448,1411.3687542513196,1412.6554491250256,1412.5151077870212,1413.4040546286233,1418.6321252299526,1420.0352058351036,1417.5932280434572,1414.757600034989,1413.2568199413336,1415.2247291693923,1422.9700944881172,1434.906270926833,1449.987891192932,1468.1930921219298,1492.2973772938838,1520.718854025569,1550.3737550127414,1577.909290371633,1600.2258350939105,1614.140878805665,1623.345391205982,1632.3198079443716,1642.6957787751353,1657.2115467129531,1672.320617572914,1692.0327391706455,1711.9986547295214,1732.6690360980294,1749.7306041831216,1759.3496543323465,1761.383371336151,1756.841182848923,1750.9889989901735,1748.2352193091697,1750.170324350456,1756.7237319614655,1769.1588812812547,1779.870258965719,1791.7187517440996,1798.5349469721843,1806.871165970474,1811.0744037264749,1811.3973421238622,1807.8574639258045,1802.7137979382678,1800.1717778434988,1803.2299832245565,1811.1236660625507,1821.9756892848004,1832.8231121245474,1843.8424865048964,1853.2695531997297,1860.4327156148743,1863.4328677310507,1863.2020863936705,1859.4845182352026,1856.1900726794834,1853.8726323162525,1858.4905782101985,1867.6482474259028,1880.7448398937074,1891.7185397298413,1900.093803173012,1905.5558736795656,1907.9709190214598,1908.4255765026335,1906.8150520696029,1903.136022039332,1897.4574758161777,1893.0798097154232,1894.8125081183855
394913,1,"New York, NY",msa,NY,2147.623067769921,2162.0384869628424,2180.440071961684,2198.666017210793,2212.859041514551,2227.5724781585227,2237.7068745593415,2247.34335559924,2251.38047807252,2249.658875309377,2240.70268963121,2231.7440421203837,2229.0041705108547,2233.3511386453883,2241.5433112118035,2253.6226134811927,2267.7574012399414,2282.3193828359695,2294.5291031711563,2298.265648622916,2298.8503456306034,2291.6213984386304,2287.445171945706,2276.1107006486527,2273.1621368859655,2273.8318898412695,2285.5942895618446,2299.570789130144,2316.6968048991166,2330.562146391553,2340.463723062404,2342.6777246796614,2340.901999570939,2327.998574239892,2313.589089007976,2300.8568910914078,2299.65567940964,2306.2547231257627,2319.299089468413,2337.903638361206,2355.5792464846472,2371.875147300912,2383.5070665887815,2391.8843786465823,2392.1620369005286,2383.951079749917,2373.656358274103,2364.3228652867624,2363.7221622729217,2372.734517877386,2387.7274242917047,2405.014562224526,2424.228911665926,2445.0391084862713,2459.7084838969968,2466.9969814580154,2465.15333437415,2460.689966784733,2448.4912661287904,2441.8186711361773,2441.1190366273736,2453.7471219921076,2462.476727466708,2456.618661432508,2441.7440361881618,2420.711110557032,2397.799837141204,,,2264.949198472091,2235.0342034514397,2222.4474028001355,2221.569941211895,2235.316375717392,2255.825588054465,2281.8816418401416,2323.6915329399417,2375.3436313073935,2435.0278293835477,2491.851949072006,2538.2899724075487,2570.0251424499197,2591.2006770705184,2610.5182297078036,2633.9541947610337,2664.7876746805614,2701.316803697566,2740.2802835055163,2788.30007302967,2838.8911859649747,2884.2123437509904,2910.437961124965,2914.4620150446035,2900.6103746543627,2876.275604067178,2858.2167815822736,2856.562158499331,2869.1224335963184,2894.536254324285,2925.328634254295,2959.449757823295,2987.359493442258,3007.773427829366,3017.2238061150733,3016.4857470031316,3002.7236415031025,2984.0320005388216,2971.9844498055745,2977.208105950271,2995.0936221989214,3023.0633653382624,3050.171504563492,3079.3989708543386,3105.1568709302214,3121.1385017153916,3126.4028469508585,3117.1756989145233,3104.427846037892,3094.8167200463613,3090.2573452317324,3099.5463282490277,3116.834176999779,3145.786549002881,3175.0024130362144,3202.1844534081283,3232.903750388893,3261.988646934871,3282.402140191469,3279.6296352298987,3266.9174193099593,3246.041278769016,3234.192899389698,3232.316443552771
753899,2,"Los Angeles, CA",msa,CA,1745.6895885649371,1756.971610047859,1772.2340037102174,1787.247739881415,1801.8981968255828,1813.3046753970475,1825.5740832091928,1835.776294053064,1845.6915083790755,1850.364359613066,1855.0439820808592,1860.9394721915519,1870.8875820979872,1881.2718870291935,1892.246461397746,1902.3444006617233,1916.0784075459162,1928.6017620885018,1941.0664596498978,1947.1120397563673,1952.109471688644,1952.9909983827126,1955.1334999894011,1957.9954304273672,1971.467592582503,1987.8131586212646,2009.2229394820772,2022.9950196590546,2036.2621766665447,2045.3933787507756,2055.114345053985,2060.435166739072,2064.9568140262,2065.5021059065534,2069.8131107725894,2074.404214141648,2085.4109223502155,2097.425736677682,2108.059542745157,2116.7878527252533,2124.451093020795,2136.095657475219,2146.1743115550175,2154.9042547034505,2158.4132165377337,2162.408615876047,2167.9480675991754,2173.4396497897965,2178.430261744669,2181.97209650547,2193.5868170544277,2204.2899015929816,2217.076957878671,2226.039925911635,2234.253040509625,2239.741355410318,2242.9847711844,2244.616867577119,2247.5192367989025,2251.0556338776305,2258.835487410528,2263.8091163826252,2263.936543010369,2252.283609513068,2242.621525315869,2238.0364581511208,2240.169390913608,2239.675418691337,2238.3424265512986,2238.823029589201,2240.195251292861,2240.304840144119,2250.227993122249,2261.363530583759,2276.2040416684413,2287.186928866797,2305.9777869676914,2339.6718612954446,2383.8004064495894,2434.9557870496783,2473.6171670708313,2498.5898820409566,2512.5541385309157,2529.1883376021374,2547.987752045233,2573.0079079709785,2597.3868554108144,2627.483235448959,2651.708685240463,2675.604066161753,2694.0087212401972,2708.7046487373473,2714.146021826421,2709.4852524053335,2703.595007118344,2696.132754186681,2695.4757860899613,2700.3737328754055,2714.618184813159,2725.208642492776,2734.4577051947626,2741.602503550119,2754.412900363116,2764.465634406059,2767.753740936243,2764.613655377248,2754.802616201102,2749.4761401533283,2753.1695227943214,2764.2378042227197,2777.2671248088554,2786.532186675632,2797.142312315642,2808.608086965291,2820.3818789935085,2827.069532681999,2830.863094489914,2827.901149373509,2823.3240036315256,2817.531237161573,2838.2632344148647,2861.653008771909,2886.4789254009715,2887.7466399845207,2892.553079545017,2897.1745102722057,2900.108468656104,2901.11161900899,2900.6742795812866,2897.7703753001006,2890.9571446822533,2881.9960910280406,2884.813189004322
394463,3,"Chicago, IL",msa,IL,1343.902521016795,1350.9491241122419,1360.7991609105584,1369.9108840233748,1379.6094474086763,1388.9823411856748,1393.3508414596608,1395.9715327852223,1390.9592159223328,1384.0859086201372,1377.5447576126646,1378.2105318158024,1385.969294171809,1395.227487558585,1406.3024007354609,1413.8209009488535,1422.0933183595535,1429.1686222391638,1435.1358192404166,1438.2431593332074,1431.8334471943979,1422.552256657408,1411.330094080482,1405.8997033815187,1411.708833027372,1424.8797590579425,1442.8751027399792,1455.958680744935,1467.3043689626568,1473.0312110620905,1474.8520851448384,1470.377263523402,1464.8611977872752,1454.284409451174,1447.9174890223296,1445.65233182809,1453.922339270065,1465.1367755609917,1477.5322682464791,1488.2852918770072,1498.171486847171,1506.9767407725772,1511.093916550633,1508.5241800023534,1498.3707779342246,1487.3011394034602,1480.8669267094272,1481.8165049883874,1490.5708264693624,1500.6256535776827,1515.9745998055025,1529.0332568783285,1541.2116271629618,1547.927810059182,1550.4788080241547,1549.606964782783,1544.4647083791424,1538.1132974101015,1531.4824434755542,1526.7345389804034,1535.0758567787782,1546.4262801472598,1561.2972916564509,1562.3493120100773,1561.8705524985696,1559.4610182966574,1559.2440219813445,1554.030499435969,1540.1019519502556,1520.35267210713,1504.2306782162107,1498.106372759933,1501.0632087383083,1511.5996725049758,1527.4857778793503,1551.6515412273102,1577.300533808819,1601.6689834687447,1620.007517361992,1632.346396107235,1639.5339706292202,1638.9362444510498,1639.322697092156,1644.6940331213648,1657.639483952298,1673.0037974342615,1692.2460035559907,1715.6231740099622,1740.6186949787186,1760.2722043155036,1775.6207812664272,1782.787482647892,1783.820607144535,1779.5187226866014,1774.4635320734174,1774.6956602301148,1782.0330149068511,1796.3949798986737,1814.5603406472471,1833.0454228930862,1853.8834454146815,1870.952509206326,1882.5728032677316,1888.2853570853226,1885.0307295507928,1878.1608753403584,1871.4397088015173,1873.6538595034963,1882.4120343966576,1896.8151947257954,1911.5643108894958,1930.7528021612973,1947.3857821937427,1963.2849676836818,1971.9657963807829,1975.694719224448,1974.863994349009,1973.2075146904351,1972.4678258453773,1975.6471026417503,1983.9471568681695,2000.9211982561017,2020.5697809018548,2042.4030595564075,2061.8415649862477,2079.86800326758,2090.74954666336,2094.6337137922933,2092.993114050452,2087.3800708088543,2082.309385306178,2080.267682645011,2091.2262503221677
394514,4,"Dallas, TX",msa,TX,1045.936210732266,1050.6683275294604,1058.1208004959078,1069.2185276373402,1078.4109158865394,1086.4388915931763,1092.743448904885,1095.9212047375652,1097.1716193789882,1096.5681453755926,1097.3387455817926,1099.084987473596,1101.1748244357827,1106.962155515084,1114.8513355301648,1125.1474970451272,1133.2383972790567,1140.2874015591444,1144.868543296351,1147.9027478560809,1147.8024609551928,1148.624181713173,1148.0547868918948,1148.8863386270118,1153.8008341677996,1159.7300135939656,1171.7939855109094,1180.2366155281186,1192.462681995491,1198.642066026398,1203.3579587162033,1204.405895135076,1203.6444398092813,1201.623996055072,1203.2069878887953,1203.4456147004335,1207.613558863832,1213.2462145445465,1220.3172283250226,1227.986511823497,1233.1057368709571,1240.805761577645,1244.2881273159585,1245.1605861232295,1242.3502773042815,1244.9683115947614,1246.4653561053024,1249.3852275420431,1250.917797960426,1254.9405210372406,1265.1253765342747,1273.83743468427,1282.3658944786396,1288.7703446793041,1291.527555980627,1293.2251643366048,1291.868728313195,1291.6471253544094,1290.0810417070431,1287.3850819634715,1289.3748563572867,1294.967946190712,1302.9470844355621,1303.9654300292725,1303.7228293285725,1304.5274749079822,1308.3089011853085,1311.9117959958933,1313.6819204957026,1315.9422970445737,1316.8133202267713,1320.2593832418252,1327.8329805258645,1339.128790279816,1350.7352882332073,1367.951691825236,1391.2476527178737,1422.7463151091108,1454.5314623752581,1484.387230453811,1506.105809578451,1519.3899095746501,1529.5461948911955,1538.7870560116835,1549.7339969535487,1561.4328113308866,1574.4130360764834,1592.5738517579587,1613.8560927560059,1640.9188992417407,1660.7797577009244,1667.6579997405524,1662.0105006808126,1648.161684823477,1637.9497616273677,1630.4045735445677,1630.1398052711238,1633.0217140119385,1644.0029835507971,1648.5770996464666,1656.2148846464563,1658.1438997015312,1665.0448184782506,1665.0805697036708,1660.3870414131602,1651.954724824607,1644.1223304945697,1636.087958042002,1632.8070242619242,1631.9407595816363,1636.1564815457402,1641.7767275119984,1648.687610022562,1654.9090505767767,1658.3028170243379,1658.091988684732,1652.2993458192873,1645.4981528359383,1636.819284603288,1630.3759177151062,1628.6471672302662,1636.0000017377172,1647.2968083122232,1659.4058526977835,1663.9237365295778,1665.4488909109364,1662.2210973301067,1658.2615794279677,1653.2209003024489,1646.8288231107065,1640.644283922627,1635.0015534439715,1632.977977482009
394692,5,"Houston, TX",msa,TX,1187.3944583172731,1191.1217464726624,1197.6747686478052,1208.1188247021284,1217.181202862669,1225.288786138432,1226.554087932329,1227.628077169497,1225.4111301253242,1222.5688261545363,1219.0621661799328,1216.0408433118382,1216.1867461274865,1217.9570335504495,1223.4261258230883,1228.1111812188979,1231.3966127351218,1232.8154181780963,1232.1028086218257,1229.6016081448265,1224.2037532594297,1220.2945202041428,1214.762875616443,1212.7053040941655,1213.612933754466,1221.3883302190945,1229.5147365811279,1234.5737274731869,1241.9976430338286,1243.6366631488518,1244.096037021831,1239.212393128518,1246.059781881926,1253.729763857371,1264.047872388407,1268.9620632784636,1272.0610043396139,1278.1885726852788,1280.469893604886,1287.4422601213819,1289.8086815955012,1294.474916818968,1294.3480883311177,1292.6720879380366,1289.192003249674,1289.2855381416498,1291.6626810361117,1291.2996624938191,1291.8510655451787,1290.1436945650541,1296.9702538849047,1302.2046284910664,1311.0832385834187,1316.8203548028685,1320.2948453345468,1319.7055025373236,1316.56328941838,1315.434120262182,1315.311743308175,1318.5178863077758,1321.6174197486248,1327.2565702749632,1332.4924254010866,1329.5662365048015,1324.066780870068,1319.9696563732202,1324.267018565621,1329.3708859197309,1329.6541903907705,1331.3326770545334,1332.4990904445247,1333.2513069454506,1337.0488319230583,1339.5245653867016,1348.688602770144,1360.8924264223683,1381.5295978109436,1407.7735769445387,1432.8074696924566,1455.5631809251793,1467.966541529182,1474.5929339452732,1477.3788711563936,1481.2646437133135,1486.7330188993235,1496.9571884261907,1507.601025522454,1521.4389301579001,1533.0147199622977,1548.0920497819263,1559.1015176578717,1565.3614539545417,1562.7377256567618,1556.7279144894403,1548.9919917090826,1546.899994847999,1549.369287832591,1557.1539890292966,1568.601884625,1575.1663205694224,1584.2134375641783,1590.987200491682,1597.5279819714917,1598.498352562977,1593.5356645754684,1587.9257829060045,1582.1332520747662,1580.552326920609,1582.1916899450073,1587.0990143456227,1591.3959387617697,1599.2443977443502,1607.636164069382,1616.0630569470907,1620.4047989250419,1622.9213767980539,1622.8806204349266,1620.8642345658309,1615.701780209323,1612.6812781611713,1612.5759082073669,1618.4328093811991,1628.1979168051264,1634.67461327024,1637.1678647904014,1630.5495592162738,1631.179071286454,1629.5145081294816,1630.7345977262844,1624.4851821101431,1617.8533832827286,1613.5226321232005,1611.7892798149985
395209,6,"Washington, DC",msa,VA,1677.2166538890235,1684.1682714667397,1696.0289176667525,1704.2109613801715,1712.6554187379008,1719.1362117611816,1723.1157851776832,1720.8965308922852,1720.2627404170285,1715.845920188025,1715.0467995422603,1709.988579031092,1713.3169363260754,1717.4513114780116,1726.5493216665964,1733.4786140867384,1741.4335222291045,1747.709151081101,1752.2448855945108,1753.7337924244048,1749.8816810763374,1744.5833684508261,1739.268120271007,1737.0399709717956,1742.0647554404782,1753.750067979242,1766.8328047362168,1778.0238626356297,1784.5244389378117,1791.985454688005,1794.7565371977437,1794.2934670618426,1791.9254984427173,1787.2765644644815,1782.7655928751055,1779.723434422205,1783.1522589886843,1789.5069705811698,1801.2725485443614,1812.5050058082718,1823.1794289949844,1831.656017855973,1836.9703677136636,1841.7033003763017,1836.7123821872651,1834.4239566709416,1834.1151240137808,1839.404698084445,1843.9539726486921,1851.120747560238,1861.1740162374647,1872.574735853403,1882.9441424173733,1891.036199876318,1896.1121696556786,1897.2201971075785,1897.5040270439658,1892.1210341005221,1886.226855995979,1886.0503168540758,1893.8305020843477,1902.6295496818118,1913.4006110815965,1913.5574025336325,1912.5084444384008,1906.0434028595237,1904.9622241176378,1900.836710183747,1888.253483045174,1870.9746963274877,1851.2637217830284,1840.350697764326,1842.717928626048,1851.632557467503,1862.423612899547,1877.101921755989,1903.929911276553,1941.1373510943797,1977.9143354423811,2008.180428118789,2026.4022793479005,2035.8634693764636,2036.3360075846213,2035.915248025424,2037.8976663024305,2049.3632715798417,2067.615022030633,2091.4126189734593,2116.465976688316,2142.0689807516787,2165.852650771167,2177.16833215098,2177.212518392542,2160.983948659981,2144.6197393499606,2131.2117000861895,2132.885659257353,2144.970442933741,2169.4318654140084,2185.2836785805034,2203.3488393021494,2214.18194760319,2230.718929413349,2240.4072907941286,2242.202408722896,2237.9518817729618,2229.445969018116,2222.492378789827,2225.7157248245444,2239.7642980399737,2260.4035008085907,2280.10912834822,2300.3384794187023,2320.37309513566,2336.317126386065,2343.158615006367,2340.9350445541468,2331.9409560943,2321.881702386705,2315.3815210890766,2323.9360046178363,2340.633075112791,2363.376424136627,2377.305601204602,2386.0504174835314,2390.0186866420854,2388.48898015119,2383.687056484833,2373.238562062854,2359.516186386599,2343.2731904700927,2332.13183858797,2333.4372400236903
394974,7,"Philadelphia, PA",msa,PA,1179.0047329013807,1185.557019937802,1198.5390131079532,1204.9636140518053,1210.964134204714,1213.8543527581796,1216.1043506067324,1216.8614971064696,1216.166646070075,1215.0933783100322,1211.0275800138895,1208.2480654957114,1209.2108237592747,1217.2190616910518,1226.2178822859464,1235.4111038519513,1241.7517057035168,1248.9842548273891,1250.0769999663455,1249.9871863595,1246.2947345180917,1244.8437363023415,1246.225749327563,1247.1495470555858,1251.5784570156616,1257.6249969053506,1268.7426632612048,1277.3038103598049,1282.9939263915453,1284.002500134578,1284.5555281567695,1284.276422262232,1283.6785831055356,1283.230528407527,1282.4965062191177,1284.8703724103468,1287.9509698077084,1296.0993852290278,1307.1610493788407,1316.7993687014425,1325.3008350834705,1328.833702421995,1329.8061249871992,1328.4982176156536,1326.2324095316237,1327.7153590326877,1331.0710016246412,1332.26242061337,1336.5140228215637,1342.677878436817,1356.2676351924995,1367.5261428856081,1374.978612890341,1382.3647136815362,1385.8266733756839,1385.9787163277153,1382.2490773672698,1380.9207597075886,1380.8547266440125,1382.9552598077835,1386.204596157919,1397.2753779050327,1408.9482197263717,1414.2172811662217,1415.191792448338,1416.4058618366964,1422.005028102945,1421.7988881548295,1420.4869149267734,1418.9490502315405,1420.13987958126,1422.667138670185,1428.5644605857133,1437.1161840688605,1446.557924730927,1461.8347131144533,1482.7687353211063,1503.9163694725364,1521.900936258218,1537.1458891432108,1545.2089322632942,1553.4888080032028,1561.6200843915328,1577.3785984280653,1589.0812566445475,1600.4842560340194,1611.4393549579906,1625.511716332453,1640.0037710942083,1654.0439271692346,1665.2499604756945,1669.9733369720318,1669.7644925343304,1664.3108834115815,1661.7765576510392,1659.166560644794,1663.785944305918,1667.1749211104775,1679.8957049026749,1689.6151653569577,1702.2027199291433,1707.2756766319321,1714.5593368727045,1719.3376535810855,1724.133347748678,1724.8301400914984,1722.6250001951892,1720.2843967190747,1722.3607911678464,1731.3484263306955,1741.7282267185599,1751.888185367776,1761.4056471372962,1770.4104331717576,1776.7852100394716,1780.5779961967849,1782.832277451958,1784.9139467395341,1787.4759287094344,1791.7044777836966,1797.3389976473718,1803.6924479856912,1807.6065361187466,1812.8072241674463,1818.5809751209126,1826.8032957599924,1838.8029283019575,1844.4141982187277,1848.9090569049126,1847.2816057755797,1846.0921906780495,1846.82060024645,1849.2065150237747
394856,8,"Miami, FL",msa,FL,1460.4748203413844,1466.081616176838,1471.3728202805494,1478.2290810189027,1486.8578983130199,1495.350907372765,1504.2950914857258,1511.711322076521,1522.7535375301861,1530.1338939276573,1539.325439783587,1542.2459557826091,1545.8350675219374,1547.139174235656,1549.4209187005108,1550.8210227029601,1550.3779155445422,1550.8079039763368,1552.9502952402363,1555.6715095751308,1560.6847127575693,1563.370783887937,1567.0943317325557,1566.0187361770065,1570.7682885678396,1574.1428938470804,1582.1814071697074,1584.4730712441726,1586.9972973002466,1589.8472537591042,1595.0499589027831,1602.1541448059652,1608.7763191921997,1614.2185046423283,1615.504563856389,1616.504653782167,1618.184495652605,1621.0839783420074,1624.8330807792927,1628.7775276016941,1632.8527171957032,1637.9023847583585,1643.2332928092846,1649.97996083791,1654.9911039960082,1661.909081759956,1667.9985674459153,1673.2104040060024,1672.5254476064868,1671.0775570752157,1671.4686790828666,1674.45533108799,1679.6660145277642,1683.7707635538977,1689.0074865553286,1692.7651479448657,1698.8801231247649,1708.2464489837655,1718.6087914466484,1725.0501824826358,1726.7717249009884,1729.2808770529175,1730.451450653237,1724.4406618114594,1715.7838223404503,1714.287580698089,1719.767497788546,1725.3114753705586,1730.7840842065355,1743.4020948015784,1760.9259183474385,1776.5091670988318,1791.6860807896553,1814.093770603807,1842.5420355798979,1876.2677127902523,1915.0647307650656,,,2092.277041608571,2149.525307232166,2191.054631305676,2235.1942271579887,2280.6319139675907,2321.652633305001,2354.316817000913,2389.6393090170973,2430.2606821393433,2469.4394588960668,2496.0450288139814,2515.304998029102,2523.0569594143158,2530.6663240383673,2533.1549417483916,2539.2140873452777,2541.9964200335444,2543.602422248055,2546.125058828986,2552.4683315786056,2558.249018047327,2564.166133676986,2567.14912480681,2570.8290192245786,2574.581997298801,2578.6668346098772,2585.813297990018,2588.135364870946,2583.2698202391884,2581.6081251561286,2587.346477184635,2599.1094760183814,2607.190218980262,2610.725618672516,2613.921865766999,2619.2464492778067,2624.0092408875325,2629.345078962278,2630.0425171584634,2629.5833091622258,2628.419646195832,2630.81804476573,2636.122082288812,2643.9080475392993,2648.7339975856626,2650.8248331998507,2650.5114679418903,2650.5872330144753,2650.6264306247153,2649.2067237317374,2647.829696871167,2646.7040926823433,2645.283467952411,2645.0749176319114
394347,9,"Atlanta, GA",msa,GA,990.7026573024193,995.1965913092852,998.3297763829547,1008.0163137825754,1015.9987647612146,1027.1671734485792,1032.8195260295215,1035.8334652274657,1036.0994786383974,1036.71524698394,1037.6553643567267,1041.4321226163047,1045.1487240398333,1051.7555713156037,1058.3897150023577,1065.801859828855,1074.702003411224,1083.7015109325487,1092.1672612243835,1095.9707830972163,1096.1275665694316,1096.510990106185,1096.9692759743682,1099.1719861286986,1102.9371783830745,1110.5546230148002,1121.4825606499035,1133.2312670994609,1145.4673395450486,1155.6015827364938,1163.9729815291275,1166.978779521677,1168.97007086356,1166.0692174571511,1168.1653810085586,1169.5324254732973,1176.75378257919,1184.1999980707783,1195.2976703867955,1206.5384985938845,1217.729111898404,1226.3259360986256,1231.9737887458182,1233.933863874212,1233.4710851140871,1238.9856101845892,1244.01319126561,1249.6873670545301,1254.4523418304007,1261.5341199363452,1273.4283181124304,1284.645237762116,1295.282265843864,1303.5594976805496,1307.7411165552212,1311.7413136563978,1313.6014934836987,1312.4479898914094,1309.601910627514,1309.7154027882757,1314.3831347554158,1322.3108812933644,1330.6099349202677,1334.9962780945912,1339.3548588430901,1346.6791145559523,1361.0545124277332,1374.593825288295,1382.8905298347956,1388.204381440313,1392.593365167926,1399.5655937899264,1413.4698979968196,1431.2776627844953,1449.9260182834664,1470.9865544609715,1497.526805358189,1534.808312456988,1574.6564369602165,1615.273654382383,1645.92172808651,1664.5434794644252,1671.3849374871281,1672.194118351162,1674.8822070838544,1679.5043710940752,1691.45458901488,1704.405402875791,1724.443460240617,1743.574656053596,1765.37910689987,1776.227867011183,1777.8765522215233,1767.5986961909664,1756.4363807667587,1751.2430036097512,1749.1515469744672,1753.9266372503314,1765.8685161364688,1773.8661867375863,1780.5207914619962,1779.7239670740964,1784.427860037315,1783.0680950322146,1779.193506179828,1767.1672083035505,1755.1972258455241,1745.841456626695,1748.6275850584743,1758.1695195099537,1765.714753276916,1771.660934866891,1776.8469482084136,1783.654595361616,1788.1236175062702,1787.4178430070735,1787.2180366938642,1780.7598553146324,1774.5906492658976,1768.491683092742,1773.9161174123085,1787.7559479126437,1801.4480570380624,1810.0704054216176,1813.725874371096,1817.0536662296493,1822.5350994814005,1827.537823330135,1830.929204541116,1826.6060712846459,1818.6674151082052,1810.343205331573,1811.80359812764
